# Program:featureCounts v2.0.3; Command:"featureCounts" "-s" "2" "-a" "./genome/chr1-hg19_genes.gtf" "-o" "./results/RNA_seq_featurecounts.txt" "./results/Irrel_kd_1_Aligned.sortedByCoord.out.bam" "./results/Irrel_kd_2_Aligned.sortedByCoord.out.bam" "./results/Irrel_kd_3_Aligned.sortedByCoord.out.bam" "./results/Mov10_oe_1_Aligned.sortedByCoord.out.bam" "./results/Mov10_oe_2_Aligned.sortedByCoord.out.bam" "./results/Mov10_oe_3_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	./results/Irrel_kd_1_Aligned.sortedByCoord.out.bam	./results/Irrel_kd_2_Aligned.sortedByCoord.out.bam	./results/Irrel_kd_3_Aligned.sortedByCoord.out.bam	./results/Mov10_oe_1_Aligned.sortedByCoord.out.bam	./results/Mov10_oe_2_Aligned.sortedByCoord.out.bam	./results/Mov10_oe_3_Aligned.sortedByCoord.out.bam
CDK11A	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	1634170;1634170;1634519;1634519;1634915;1634915;1635263;1635263;1635478;1635478;1635662;1635662;1635989;1635989;1636343;1636343;1637081;1637081;1638848;1638848;1639619;1639619;1640233;1640233;1640477;1640477;1640957;1640957;1643703;1643703;1647785;1647785;1650767;1650797;1653035;1653035;1654147;1654147;1655697;1655697	1634438;1634438;1634708;1634708;1635063;1635063;1635379;1635379;1635585;1635585;1635783;1635783;1636094;1636094;1636464;1636464;1637171;1637171;1639023;1639023;1639684;1639684;1640391;1640391;1640572;1640572;1641079;1641079;1643839;1643839;1647917;1647917;1650894;1650894;1653150;1653150;1654270;1654270;1655791;1655791	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2627	0	0	0	0	0	0
SLC35E2	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	1656277;1658824;1666129;1666129;1669760;1669760;1670361;1670361;1670675;1670675;1675690;1677163;1677163	1656861;1663962;1666274;1666274;1669887;1669887;1670496;1670496;1671143;1671143;1676107;1677438;1677438	-;-;-;-;-;-;-;-;-;-;-;-;-	7297	0	1	0	0	1	0
NADK	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	1682671;1682671;1682671;1682671;1685006;1685006;1685006;1685006;1685490;1685490;1685490;1685490;1685723;1685723;1685723;1685723;1685983;1685983;1685983;1685983;1686813;1686813;1686813;1686813;1687697;1687697;1687697;1687697;1687942;1687942;1687942;1687942;1688546;1688620;1688620;1688620;1689804;1690540;1691173;1693391;1693391;1693391;1696667;1696667;1696667;1709728;1710185;1711344	1684499;1684499;1684499;1684499;1685088;1685088;1685088;1685088;1685647;1685647;1685647;1685647;1685822;1685822;1685822;1685822;1686137;1686137;1686137;1686137;1686915;1686915;1686915;1686915;1687782;1687782;1687782;1687782;1688047;1688047;1688047;1688096;1688749;1688749;1688749;1688749;1690081;1690682;1691341;1693474;1693474;1693474;1696885;1696885;1696885;1709909;1710297;1711508	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4226	0	0	1	1	0	1
GNB1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	1716725;1718761;1720492;1721834;1724684;1735858;1737914;1747195;1749276;1756836;1770629;1822259	1718492;1718876;1720708;1722035;1724750;1736020;1737977;1747301;1749314;1756938;1770677;1822526	-;-;-;-;-;-;-;-;-;-;-;-	3163	5	4	5	1	4	3
CALML6	chr1;chr1;chr1;chr1;chr1;chr1	1846266;1847124;1847880;1848191;1848413;1848586	1846746;1847174;1848054;1848335;1848513;1848733	+;+;+;+;+;+	1101	0	0	0	0	0	0
TMEM52	chr1;chr1;chr1;chr1;chr1	1849029;1849692;1850332;1850484;1850621	1849601;1849870;1850373;1850527;1850740	-;-;-;-;-	958	0	0	0	0	0	0
KIAA1751	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	1884752;1888059;1890559;1891403;1895188;1896327;1897810;1900074;1902098;1903419;1904376;1905464;1916825;1918376;1919951;1920328;1922329;1935140	1887289;1888223;1890648;1891469;1895306;1896500;1897965;1900272;1902255;1903521;1904486;1905637;1916929;1918474;1920094;1920412;1922414;1935276	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4710	0	0	0	0	0	0
GABRD	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	1950768;1956381;1956773;1956957;1959016;1959594;1960550;1960990;1961422	1950930;1956493;1956840;1957177;1959098;1959731;1960705;1961201;1962192	+;+;+;+;+;+;+;+;+	1925	0	0	0	0	0	0
PRKCZ	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	1981909;1986880;1987923;1990980;2005086;2005425;2036155;2066701;2066701;2066701;2066701;2075649;2075649;2075649;2075649;2077466;2077466;2077466;2077466;2080311;2080311;2080311;2080311;2082229;2082229;2082229;2082229;2087434;2087434;2087434;2087434;2100957;2100957;2100957;2100957;2103494;2103494;2103494;2103494;2103740;2103740;2103740;2103740;2105336;2105336;2105336;2105336;2106193;2106193;2106193;2106193;2106663;2106663;2106663;2106663;2116022;2116022;2116022;2116022;2116361;2116361;2116361;2116361	1982140;1987001;1988012;1991030;2005368;2005714;2036334;2066786;2066786;2066786;2066786;2075780;2075780;2075780;2075780;2077547;2077547;2077547;2077547;2080363;2080363;2080363;2080363;2082417;2082417;2082417;2082417;2087531;2087531;2087531;2087531;2101043;2101043;2101043;2101043;2103629;2103629;2103629;2103629;2103827;2103827;2103827;2103827;2105455;2105455;2105455;2105455;2106272;2106272;2106272;2106272;2106752;2106752;2106752;2106752;2116137;2116137;2116137;2116137;2116834;2116834;2116834;2116834	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3079	2	0	1	0	0	1
C1orf86	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2115899;2120988;2125078;2125078;2125437;2126127;2129446;2132489;2134875;2137744;2137954;2138995	2116952;2121220;2125349;2125349;2125572;2126214;2129581;2132664;2135069;2137863;2138106;2139172	-;-;-;-;-;-;-;-;-;-;-;-	2741	0	0	0	0	0	0
SKI	chr1;chr1;chr1;chr1;chr1;chr1;chr1	2160134;2234417;2234724;2235279;2235732;2237459;2238016	2161174;2234542;2234839;2235541;2236024;2237689;2241652	+;+;+;+;+;+;+	5707	1	0	0	0	1	0
MORN1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2252696;2255536;2267908;2268156;2288871;2290031;2303920;2305900;2316417;2317246;2318858;2319678;2321364;2322897	2253018;2255582;2267987;2268289;2289037;2290154;2304030;2305996;2316504;2317336;2318968;2319776;2321435;2322993	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1641	0	0	1	0	0	0
LOC100129534	chr1	2281853	2284100	-	2248	0	0	0	0	0	0
RER1	chr1;chr1;chr1;chr1;chr1;chr1;chr1	2323214;2327223;2328555;2330854;2332296;2333646;2334474	2323397;2327310;2328659;2330953;2332374;2333781;2336885	+;+;+;+;+;+;+	3104	0	0	0	0	0	1
PEX10	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2336241;2336241;2337923;2337923;2338159;2338159;2339891;2339891;2341810;2341810;2343830;2343830	2337273;2337273;2338058;2338058;2338334;2338394;2340297;2340297;2341890;2341890;2344010;2344010	-;-;-;-;-;-;-;-;-;-;-;-	2074	0	0	0	1	0	1
PLCH2	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2407754;2409915;2411173;2411622;2415887;2418346;2418612;2419037;2420646;2421199;2422631;2426295;2426927;2428046;2428267;2428941;2429962;2430183;2430523;2431080;2433551;2435361	2408151;2410061;2411416;2411751;2416057;2418439;2418815;2419157;2420817;2421306;2422774;2426387;2427009;2428143;2428449;2429048;2430086;2430267;2430669;2431159;2433848;2436964	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4837	0	0	0	0	0	0
PANK4	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2439975;2441301;2441496;2442117;2442777;2443067;2444327;2445441;2445793;2447001;2449603;2449955;2450582;2451240;2451761;2452162;2452540;2453157;2457903	2440499;2441369;2441596;2442221;2442826;2443122;2444478;2445528;2445905;2447156;2449703;2450036;2450763;2451393;2451853;2452345;2452754;2453239;2458035	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2642	0	1	0	0	0	0
HES5	chr1;chr1;chr1	2460184;2461285;2461550	2461188;2461450;2461684	-;-;-	1306	0	0	0	0	0	0
LOC115110	chr1;chr1	2481359;2482431	2481713;2484284	-;-	2209	0	0	0	0	0	0
LOC100133445	chr1;chr1	2487208;2488416	2488135;2488450	-;-	963	0	0	0	0	0	0
TNFRSF14	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2487805;2489165;2489782;2491262;2492063;2493112;2494304;2494587	2488172;2489273;2489907;2491417;2492153;2493254;2494335;2495267	+;+;+;+;+;+;+;+	1706	0	0	0	0	0	0
C1orf93	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2517899;2517899;2518189;2518189;2518189;2518189;2518189;2518189;2518530;2518530;2518530;2518530;2518530;2518530;2518530;2518530;2519180;2519180;2519180;2519180;2519180;2519180;2519180;2519180;2519775;2519829;2519829;2519829;2519829;2519829;2519829;2519829;2519969;2519989;2519989;2519989;2519989;2519989;2520361;2520361;2520361;2520393;2520393;2520393;2520393;2520396;2520849;2520849;2520849;2520849;2520849;2520849;2520849;2520849	2518030;2518030;2518387;2518387;2518387;2518387;2518387;2518387;2518734;2518734;2518734;2518734;2518734;2518734;2518734;2518734;2519231;2519231;2519231;2519231;2519231;2519231;2519231;2519231;2519892;2519892;2519892;2519892;2519892;2519892;2519892;2519892;2520064;2520064;2520064;2520064;2520064;2520064;2520479;2520479;2520479;2520479;2520479;2520479;2520479;2520479;2522908;2522908;2522908;2522908;2522908;2522908;2522908;2522908	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2981	0	0	0	0	0	0
MMEL1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2522081;2522996;2523371;2524094;2524272;2525253;2525824;2526229;2526715;2527448;2528000;2529646;2530093;2535323;2535586;2536997;2537687;2538413;2540778;2541109;2542720;2543566;2560770;2564305	2522528;2523072;2523466;2524159;2524405;2525372;2525882;2526332;2526798;2527546;2528128;2529739;2530229;2535412;2535720;2537062;2537805;2538508;2540858;2541270;2542779;2543643;2560960;2564481	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2902	0	0	0	0	0	0
TTC34	chr1;chr1;chr1;chr1;chr1;chr1;chr1	2572807;2575703;2576732;2700154;2702384;2704046;2706068	2573334;2575917;2577002;2700320;2702588;2704271;2706230	-;-;-;-;-;-;-	1775	0	0	0	0	0	0
ACTRT2	chr1	2938046	2939467	+	1422	0	0	0	0	0	0
FLJ42875	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2976181;2976794;2977065;2977671;2980636;2980776;2983901;2983901	2976301;2976847;2977168;2980619;2980866;2980866;2984289;2984289	-;-;-;-;-;-;-;-	3848	0	0	0	0	0	0
PRDM16	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2985742;2985742;3102689;3102689;3160651;3160651;3301716;3301716;3313055;3313055;3319355;3319355;3321303;3321303;3322059;3322059;3327948;3327948;3331124;3331124;3334392;3334392;3335231;3335231;3342145;3342145;3342615;3342615;3347436;3347436;3348530;3348530;3350241;3350298	2985860;2985860;3103038;3103038;3160701;3160701;3301850;3301850;3313157;3313157;3319562;3319562;3321450;3321450;3322212;3322212;3329364;3329364;3331211;3331211;3334561;3334561;3335308;3335308;3342314;3342314;3342789;3342789;3347672;3347672;3348704;3348704;3355185;3355185	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8723	0	0	0	0	0	1
MIR4251	chr1	3044539	3044599	+	61	0	0	0	0	0	0
ARHGEF16	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	3371147;3379630;3382712;3383732;3385444;3385997;3389642;3389957;3391272;3392534;3394439;3394988;3396081;3396376;3397012	3371375;3380236;3382757;3383901;3385500;3386157;3389794;3390086;3391346;3392626;3394590;3395176;3396154;3396477;3397677	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2904	0	0	0	0	0	0
MEGF6	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	3404506;3407476;3409203;3410335;3410560;3410935;3411177;3412454;3413219;3413552;3413797;3414935;3415262;3415702;3416152;3416360;3417197;3417530;3417741;3418360;3421772;3421986;3422672;3424359;3425122;3425639;3426434;3427347;3428114;3428570;3431114;3431966;3440688;3496389;3511902;3519030;3527702	3407153;3407523;3409331;3410463;3410688;3411063;3411305;3412582;3413347;3413683;3413925;3415063;3415390;3415830;3416280;3416488;3417328;3417658;3417872;3418485;3421906;3422120;3422800;3424487;3425253;3425809;3426556;3427466;3428251;3428692;3431236;3432091;3440810;3496493;3512011;3519164;3528059	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7439	0	0	0	0	0	0
MIR551A	chr1	3477260	3477354	-	95	0	0	0	0	0	0
TPRG1L	chr1;chr1;chr1;chr1;chr1	3541556;3541988;3542277;3544064;3544973	3541837;3542079;3542453;3544217;3546694	+;+;+;+;+	2427	0	1	0	0	0	0
WRAP73	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	3547331;3548030;3548777;3549962;3551561;3551724;3552508;3553559;3555314;3563230;3563972;3566495	3547681;3548221;3548902;3550067;3551638;3551858;3552594;3553662;3555386;3563346;3564124;3566671	-;-;-;-;-;-;-;-;-;-;-;-	1699	0	0	1	0	1	1
TP73	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	3569129;3569129;3569129;3569129;3569129;3569129;3598897;3598897;3598897;3598897;3598897;3598897;3599624;3599624;3599624;3599624;3599624;3599624;3607236;3607236;3607236;3607236;3607236;3607236;3614610;3624113;3624113;3624113;3624113;3624113;3624113;3624113;3624113;3624113;3624113;3624113;3624113;3624113;3638585;3638585;3638585;3638585;3638585;3638585;3638585;3638585;3638585;3638585;3638585;3638585;3638585;3639918;3639918;3639918;3639918;3639918;3639918;3639918;3639918;3639918;3639918;3639918;3639918;3639918;3643679;3643679;3643679;3643679;3643679;3643679;3643679;3643679;3643679;3643679;3643679;3643679;3643679;3644192;3644192;3644192;3644192;3644192;3644192;3644192;3644192;3644192;3644192;3644192;3644192;3644192;3644693;3644693;3644693;3644693;3644693;3644693;3644693;3644693;3644693;3644693;3644693;3644693;3644693;3645891;3645891;3645891;3645891;3645891;3645891;3645891;3645891;3645891;3645891;3645891;3645891;3645891;3646564;3646564;3646564;3646564;3646564;3647491;3647491;3647491;3647491;3647491;3647491;3647491;3647491;3647491;3648027;3648027;3648027;3648027;3648027;3648027;3648027;3649311;3649311;3649311;3649311;3649311;3649311;3649311;3649311;3649311;3649311;3649311;3649311;3649311	3569205;3569205;3569205;3569205;3569205;3569205;3598994;3598994;3598994;3598994;3598994;3598994;3599744;3599744;3599744;3599744;3599744;3599744;3607508;3607508;3607508;3607508;3607508;3607508;3614715;3624355;3624355;3624355;3624355;3624355;3624355;3624355;3624355;3624355;3624355;3624355;3624355;3624355;3638771;3638771;3638771;3638771;3638771;3638771;3638771;3638771;3638771;3638771;3638771;3638771;3638771;3640033;3640033;3640033;3640033;3640033;3640033;3640033;3640033;3640033;3640033;3640033;3640033;3640033;3643788;3643788;3643788;3643788;3643788;3643788;3643788;3643788;3643788;3643788;3643788;3643788;3643788;3644334;3644334;3644334;3644334;3644334;3644334;3644334;3644334;3644334;3644334;3644334;3644334;3644334;3644781;3644781;3644781;3644781;3644781;3644781;3644781;3644781;3644781;3644781;3644781;3644781;3644781;3646012;3646012;3646012;3646012;3646012;3646012;3646012;3646012;3646012;3646012;3646012;3646012;3646012;3646712;3646712;3646712;3646712;3646712;3647629;3647629;3647629;3647629;3647629;3647629;3647629;3647629;3647629;3648120;3648120;3648120;3648120;3648120;3648120;3648120;3652765;3652765;3652765;3652765;3652765;3652765;3652765;3652765;3652765;3652765;3652765;3652765;3652765	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5522	0	0	0	0	0	1
TP73-AS1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	3652548;3652548;3652548;3652548;3652548;3655936;3656400;3656797;3656797;3656797;3659368;3659368;3659368;3659368;3659368;3659625;3659625;3659625;3659625;3659625;3662171;3662171;3662171;3662171;3662171;3662851	3654418;3654418;3655077;3655899;3656951;3655971;3656951;3656951;3656951;3656951;3659475;3659475;3659475;3659475;3659521;3659754;3659754;3659754;3659754;3659754;3662745;3663937;3663937;3663937;3663937;3663335	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6455	1	0	1	0	1	0
CCDC27	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	3668965;3670682;3672021;3673297;3677845;3679184;3679672;3680270;3683099;3683797;3686347;3687965	3669363;3670805;3672131;3673454;3677994;3679276;3680038;3680400;3683176;3684009;3686451;3688209	+;+;+;+;+;+;+;+;+;+;+;+	2174	0	0	0	0	0	0
LOC388588	chr1;chr1;chr1;chr1	3689352;3689627;3691863;3692359	3689405;3689745;3692047;3692546	+;+;+;+	546	0	0	0	0	0	0
LRRC47	chr1;chr1;chr1;chr1;chr1;chr1;chr1	3696784;3698076;3699225;3700560;3701651;3703413;3712426	3697900;3698165;3699327;3700675;3701767;3703874;3713068	-;-;-;-;-;-;-	2648	0	3	2	1	0	0
CEP104	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	3728645;3732844;3739738;3739988;3742322;3742934;3743272;3745830;3746355;3747610;3750426;3751489;3753059;3753856;3755528;3756172;3761471;3761853;3764039;3765172;3768859;3773453	3732081;3732934;3739805;3740126;3742430;3743000;3743308;3745937;3746561;3747786;3750599;3751656;3753256;3754083;3755683;3756340;3761547;3761915;3764177;3765345;3768985;3773797	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6458	2	2	1	0	0	0
DFFB	chr1;chr1;chr1;chr1;chr1;chr1;chr1	3773845;3775282;3782376;3784538;3786169;3789036;3800071	3774281;3775408;3782564;3784617;3786339;3789136;3801993	+;+;+;+;+;+;+	3028	1	1	1	0	1	0
C1orf174	chr1;chr1;chr1;chr1	3805697;3807133;3809447;3816736	3806637;3807621;3809560;3816857	-;-;-;-	1666	0	1	2	0	0	0
LOC100133612	chr1;chr1;chr1;chr1	3816968;3820529;3830256;3830959	3817195;3820600;3830854;3832011	+;+;+;+	1952	0	0	0	0	0	0
LOC728716	chr1;chr1;chr1	4000672;4001054;4012313	4000758;4001203;4012643	+;+;+	568	0	0	0	0	0	0
LOC284661	chr1;chr1;chr1;chr1;chr1;chr1	4472111;4475613;4476372;4482820;4483408;4484054	4472692;4475647;4476608;4483247;4483508;4484744	+;+;+;+;+;+	2074	0	0	0	0	0	0
AJAP1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	4715105;4715105;4771960;4771960;4829913;4829913;4832340;4832340;4834487;4834487;4837461;4842605	4715514;4715514;4772759;4772759;4830000;4830000;4832585;4832585;4834618;4834618;4837854;4843851	+;+;+;+;+;+;+;+;+;+;+;+	3317	0	0	0	0	0	0
MIR4417	chr1	5624131	5624203	+	73	0	0	0	0	0	0
MIR4689	chr1	5922732	5922801	-	70	0	0	0	0	0	0
NPHP4	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	5922870;5923950;5924398;5925162;5926433;5927090;5927800;5933312;5934531;5934934;5937153;5940174;5947346;5950928;5964677;5965352;5965692;5967175;5969212;5987709;5993207;6007164;6008130;6012760;6021854;6027359;6029147;6038330;6046215;6052304	5923465;5924093;5924577;5925333;5926518;5927175;5927956;5933395;5934717;5935160;5937358;5940299;5947526;5951088;5964864;5965543;5965843;5967282;5969273;5987847;5993389;6007290;6008311;6012896;6022009;6027423;6029319;6038473;6046387;6052533	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5004	2	1	0	0	0	0
